320.0 HAT-P-34_b 6.327932e+27 2.767296e+30 10134906320.0 0.441 9096150410.8 4469493687.12 5665412632.88 14604400007.1 0.0149525335226
326.0 HD_4203_b 3.9519207e+27 2.24644e+30 1.74339352e+11 0.519 1.49020786968e+11 90482123688.0 83857228312.0 2.64821475688e+11 1.18401911478
349.0 HD_169830_c 7.71360486e+27 2.797116e+30 5.38835264e+11 0.33 5.08650214711e+11 1.7781563712e+11 3.6101962688e+11 7.1665090112e+11 5.76556351827
352.0 HD_85390_b 2.50315832e+26 1.51088e+30 2.27955992e+11 0.41 2.07915360026e+11 93461956720.0 1.3449403528e+11 3.2141794872e+11 2.15861165106
359.0 WASP-8_b 4.05786706e+27 2.04764e+30 11990888800.0 0.31 11400176327.9 3717175528.0 8273713272.0 15708064328.0 0.0223698589205
362.0 HD_44219_b 1.11842497e+27 1.988e+30 1.77594648e+11 0.61 1.40726250092e+11 1.0833273528e+11 69261912720.0 2.8592738328e+11 1.29404567287
375.0 HD_20868_b 3.81310098e+27 1.55064e+30 1.417189224e+11 0.75 93738256185.6 1.062891918e+11 35429730600.0 2.480081142e+11 1.04447789953
379.0 55_Cnc_f 3.28120546e+26 1.79914e+30 1.157256232e+11 0.32 1.09640485546e+11 37032199424.0 78693423776.0 1.52757822624e+11 0.715524974701
384.0 HD_181433_b 4.50454238e+25 1.55064e+30 11982107280.0 0.396 11002576126.5 4744914482.88 7237192797.12 16727021762.9 0.0256777696417
386.0 HD_108147_b 4.89682102e+26 2.327948e+30 15170487200.0 0.53 12864537366.1 8040358216.0 7130128984.0 23210845416.0 0.0298555887121
388.0 HD_215497_c 6.21640552e+26 1.733536e+30 1.91851528e+11 0.49 1.67241280741e+11 94007248720.0 97844279280.0 2.8585877672e+11 1.55594573154
417.0 HD_3651_b 4.3459455e+26 1.753416e+30 44090112000.0 0.596 35403673595.1 26277706752.0 17812405248.0 70367818752.0 0.1704442304
418.0 HD_99706_b 2.66268522e+27 3.41936e+30 3.19280808e+11 0.37 2.96622009085e+11 1.1813389896e+11 2.0114690904e+11 4.3741470696e+11 2.37848157556
419.0 HD_169830_b 5.48419508e+27 2.797116e+30 1.216665384e+11 0.31 1.15672825768e+11 37716626904.0 83949911496.0 1.59383165304e+11 0.618606491961
420.0 HD_175541_b 1.091124138e+27 3.029712e+30 1.50099664e+11 0.33 1.41691220717e+11 49532889120.0 1.0056677488e+11 1.9963255312e+11 0.814482750199
429.0 HD_28254_b 2.2043372e+27 2.10728e+30 3.21292928e+11 0.81 1.88415772073e+11 2.6024727168e+11 61045656320.0 5.8154019968e+11 3.05846567791
431.0 HD_210277_b 2.4156795e+27 1.960168e+30 1.6920508e+11 0.476 1.48806608909e+11 80541618080.0 88663461920.0 2.4974669808e+11 1.21195482835
439.0 HD_33283_b 6.26664558e+26 2.46512e+30 21748548800.0 0.48 19079316521.5 10439303424.0 11309245376.0 32187852224.0 0.0498011506039
444.0 HD_148156_b 1.608767576e+27 2.42536e+30 3.18517848e+11 0.52 2.72067199021e+11 1.6562928096e+11 1.5288856704e+11 4.8414712896e+11 2.81400936359
477.0 HD_45652_b 8.89114304e+26 1.65004e+30 34090548800.0 0.38 31533296953.5 12954408544.0 21136140256.0 47044957344.0 0.119458411973
505.0 HD_196885_b 5.5875222e+27 2.44524e+30 3.80239816e+11 0.48 3.33572408452e+11 1.8251511168e+11 1.9772470432e+11 5.6275492768e+11 3.65543129201
507.0 HD_190228_b 1.127778314e+28 3.620148e+30 3.89675088e+11 0.531 3.30199688221e+11 2.06917471728e+11 1.82757616272e+11 5.96592559728e+11 3.11676303606
514.0 61_Vir_d 1.358833242e+26 1.872696e+30 70989239200.0 0.35 66499148506.8 24846233720.0 46143005480.0 95835472920.0 0.336952067586
518.0 HD_4113_b 3.12845442e+27 1.96812e+30 1.90389936e+11 0.903 81799236329.1 1.71922112208e+11 18467823792.0 3.62312048208e+11 1.44362095942
521.0 HD_87883_b 3.33233758e+27 1.596364e+30 5.35041408e+11 0.53 4.53713852092e+11 2.8357194624e+11 2.5146946176e+11 8.1861335424e+11 7.5514110848
